id,target
779,7.5247645
781,7.793369
784,7.8644614
785,7.9621086
791,7.7327285
793,7.556138
794,7.936377
801,8.002134
805,7.8059053
810,7.8735747
811,7.9067645
814,7.702473
818,7.7857614
821,7.917571
824,8.054709
826,7.963088
828,8.034467
831,7.8963037
832,7.8872123
833,7.7884073
835,7.890746
838,8.107302
839,7.976444
842,7.674447
845,7.8923965
846,7.8312297
848,7.799617
852,7.911094
857,7.726286
863,7.9385023
864,8.189605
865,7.785281
869,8.060968
870,8.052607
871,7.5554175
873,7.749202
874,7.7217274
875,7.9880595
877,7.993338
878,7.4974737
879,7.879782
881,7.924648
882,7.6865926
883,8.0866375
884,7.789365
885,7.90782
887,7.8402963
889,7.94936
892,7.6348853
893,7.721314
897,7.7982817
901,7.812503
905,8.083366
908,7.776458
911,7.692826
914,8.112703
916,7.9557614
928,7.697479
934,7.69228
936,7.931814
938,7.9229884
939,8.1193495
941,7.484317
942,7.7638474
943,7.79113
945,7.669102
947,8.165646
961,7.6373677
965,7.814042
967,7.785458
970,7.6386757
971,7.5229907
974,8.226723
983,7.8811526
984,8.243034
987,7.85653
989,7.979412
991,7.6502542
992,7.6901803
994,7.7516418
997,8.055236
1005,7.8392897
1006,7.5832834
1008,7.891196
1009,7.906933
1010,8.300007
1011,7.461167
1012,7.8164845
1018,8.178307
1025,7.94154
1027,7.7850084
1030,8.105549
1031,7.757491
1032,7.858259
1033,8.056712
1034,8.134357
1035,7.755595
1036,7.63095
1037,7.7128205
1038,7.960988
1039,8.020349
1041,7.9793324
1043,7.9598823
1044,7.8849645
1045,7.7447457
1046,7.866316
1048,7.9711103
1049,7.840555
1050,7.877293
1055,7.278488
1057,7.6828485
1059,7.6498647
1064,8.354233
1065,8.067947
1069,8.059798
1075,7.4684286
1076,7.8894057
1077,8.069457
1079,8.115372
1081,7.7955217
1083,7.955894
1086,7.796726
1087,8.282445
1088,7.956433
1090,8.066765
1091,7.685793
1092,8.152367
1099,7.7679853
1101,7.5800667
1103,7.6668067
1106,7.734406
1107,7.6451936
1108,7.8150725
1111,8.344954
1113,7.8729773
1114,8.120497
1117,7.9206223
1121,8.03483
1123,7.7915487
1127,7.695281
1128,7.644489
1129,8.098676
1134,8.210117
1135,7.7507253
1136,7.902338
1137,8.232122
1144,7.7987375
1147,7.553733
1148,8.117344
1150,7.915603
1152,7.7232914
1153,8.12808
1154,7.972149
1157,7.8306546
1163,7.5865517
1168,8.246885
1175,8.129887
1176,8.0742035
1179,7.6040363
1180,7.5941744
1185,7.852051
1188,7.8061066
1193,7.9600916
1195,7.7277303
1196,7.4799876
1197,8.216769
1207,7.9395933
1208,7.7808046
1209,7.6827602
1210,8.107799
1211,8.036676
1215,7.918854
1217,7.9027634
1218,7.7327456
1224,7.9238977
1225,7.7674346
1230,8.085721
1235,7.8828855
1237,7.6807876
1239,7.7113886
1240,7.732586
1247,7.98633
1248,7.889715
1250,8.142708
1251,8.02956
1252,7.646676
1263,7.901147
1265,8.006531
1270,7.743988
1274,7.890954
1275,7.895418
1278,7.9262714
1281,7.792291
1282,8.2959795
1283,8.140922
1285,7.9687114
1286,7.80699
1287,8.160685
1289,7.7148314
1290,8.039744
1293,7.6037436
1294,7.776767
1298,7.8894935
1301,8.373049
1303,8.04496
1306,7.746152
1310,7.667446
1314,8.32439
1316,7.773067
1324,7.633075
1330,7.849942
1332,7.8171916
1333,7.841942
1334,8.222971
1336,7.860362
1338,7.9684296
1339,7.6888747
1343,8.272675
1347,7.788264
1349,7.8931303
1354,8.035515
1355,8.55136
1358,7.74647
1360,7.7420177
1361,8.480293
1364,8.203167
1365,7.7116404
1371,7.584846
1388,8.055573
1390,7.8592844
1393,7.920474
1395,7.7264705
1409,8.002551
1412,7.9201827
1414,8.044048
1415,7.9540987
1417,7.715198
1422,7.663678
1423,7.974537
1424,7.80736
1425,7.659403
1427,8.033581
1435,8.15493
1436,7.7008405
1438,8.020058
1440,8.042534
1444,7.805013
1445,8.15647
1449,7.843135
1450,8.40814
1451,7.8754206
1452,7.809659
1454,8.014851
1455,8.117825
1457,8.161923
1458,7.6833186
1461,7.82364
1462,8.06992
1463,8.235496
1465,8.036596
1468,7.5958047
1471,8.352184
1473,7.9909315
1475,8.09766
1477,7.871931
1478,7.787684
1481,7.829227
1483,7.740636
1484,7.9670653
1485,7.9857426
1486,7.7740455
1490,7.7030134
1491,7.9092937
1492,7.8643155
1494,7.8159366
1497,7.7301397
1501,8.033666
1502,7.8975706
1505,7.983277
1507,8.143686
1508,7.5222154
1511,7.8682346
1513,7.904694
1515,8.259067
1518,8.046401
1525,7.9098687
1530,7.4625883
1533,7.7463717
1538,7.736492
1539,8.14025
1540,8.0763855
1541,7.994928
1542,7.99078
1544,8.097637
1547,7.8299294
1548,7.905071
1549,7.895721
1550,7.717998
1553,8.0503845
1555,7.850117
1558,8.162822
1560,7.945753
1566,7.3978276
1567,7.8982286
1568,7.36173
1569,7.7966733
1571,7.879949
1577,8.209643
1578,8.327722
1579,7.535564
1585,7.9037585
1587,8.143988
1588,7.999795
1590,7.9933023
1591,8.379463
1592,8.123215
1595,8.157328
1596,8.006695
1597,8.082556
1598,7.785128
1599,7.8338814
1604,7.8712244
1606,8.062222
1608,7.9127603
1611,7.8062816
1614,7.8572354
1615,7.95835
1616,8.203064
1617,7.93014
1621,8.229296
1623,8.250514
1624,7.8224053
1628,7.6805816
1629,8.161453
1630,7.4769597
1632,7.903181
1633,7.7531157
1635,7.9529085
1636,7.955072
1638,7.762209
1641,8.4405
1642,7.9468284
1644,7.736337
1646,7.724755
1648,8.225854
1650,7.7270713
1651,8.110121
1654,7.7373376
1656,7.800767
1660,7.856781
1662,7.8868475
1663,7.652289
1669,7.913333
1671,8.13319
1672,8.179178
1673,8.0487795
1676,7.9634595
1679,8.084488
1689,7.75331
1690,7.5835147
1691,7.554977
1692,8.45946
1696,7.6542463
1699,7.7122855
1700,7.7829566
1701,7.9301715
1703,7.809113
1704,7.639606
1705,8.031651
1706,7.8294168
1707,8.0550585
1708,7.9481287
1709,7.5214033
1714,7.79034
1717,8.040526
1718,7.7916408
1719,7.545567
1721,8.199835
1722,7.677626
1723,7.7293515
1724,7.7037396
1726,7.951406
1727,7.692366
1735,8.303478
1737,7.702546
1741,7.884043
1753,7.8180494
1757,7.9386067
1758,8.005096
1763,7.5733852
1765,7.947218
1767,7.7226696
1773,8.142991
1775,8.078389
1776,7.48762
1777,8.016329
1783,7.76261
1788,7.718521
1795,8.412834
1799,7.88903
1800,7.90509
1801,8.050365
1802,7.995042
1805,7.918496
1806,7.7329197
1810,8.279461
1811,7.926441
1812,8.074086
1813,7.689987
1815,7.656146
1817,7.8024235
1819,7.7985706
1823,8.010698
1824,7.759213
1828,7.854546
1829,7.8177595
1833,8.169264
1834,7.7173047
1838,7.9588776
1841,8.062836
1844,7.990115
1845,7.8648734
1848,8.109505
1852,7.933121
1853,8.132095
1854,7.8037286
1855,7.985886
1860,7.9827533
1861,7.864443
1862,7.94773
1865,7.7685823
1866,7.768884
1868,7.6334486
1871,7.8261476
1873,7.9286304
1874,7.8652368
1878,7.637731
1881,7.7007337
1882,7.8381715
1884,8.276833
1886,8.108082
1887,8.134396
1891,7.9511666
1892,7.814148
1893,7.9348507
1895,8.044895
1897,7.9595046
1899,7.899987
1900,8.233593
1902,7.4383836
1908,7.9099216
1910,7.985401
1911,7.985238
1912,8.013274
1915,7.679177
1918,7.849583
1920,7.971788
1923,7.850181
1927,7.9292088
1930,7.84927
1932,7.526039
1934,8.067167
1935,8.272257
1936,7.7271485
1938,7.8840327
1945,7.9905787
1946,7.8217387
1949,7.8498025
1950,8.157708
1951,7.7536783
1954,7.9460783
1956,7.8881874
1957,7.9646645
1964,7.750785
1966,7.9489703
1970,7.918518
1972,7.7464356
1977,7.882193
1978,7.8865128
1979,7.9635143
1982,7.785767
1983,7.674275
1984,7.766902
1987,7.7504754
1989,7.886408
1990,7.723421
1991,8.046614
1994,7.773853
1995,7.7159986
1997,7.7900734
2002,8.244908
2003,7.952169
2005,8.102412
2009,7.603862
2014,8.012642
2015,8.027309
2018,8.01601
2020,8.133487
2022,7.9942317
2027,8.229226
2030,7.7267857
2032,7.7999735
2034,7.9292564
2035,8.1238365
2044,8.288406
2050,7.699514
2056,7.5923104
2057,7.958016
2058,7.725782
2062,7.76529
2064,8.169101
2067,8.429225
2071,7.9855485
2072,7.711637
2077,7.874257
2081,7.7750287
2086,7.6184607
2090,8.227097
2091,7.641502
2093,7.984526
2095,8.018739
2097,7.801866
2100,7.862535
2101,8.431379
2103,7.9849544
2104,7.547285
2105,7.731397
2106,8.061127
2107,8.028099
2109,7.867382
2110,7.921603
2112,7.7211514
2114,7.8634634
2115,7.655206
2118,7.832032
2119,8.423336
2120,8.034347
2123,7.644846
2127,7.674776
2128,7.9008017
2129,7.910283
2131,7.6278195
2134,8.206583
2135,7.7429852
2136,7.76949
2137,7.996829
2140,7.67644
2142,7.589615
2143,7.825274
2148,8.058917
2149,7.5883584
2151,8.119359
2152,8.062477
2153,7.804248
2154,7.925103
2155,8.12965
2156,7.935722
2164,8.08922
2172,7.761972
2174,8.009406
2175,7.8681574
2180,7.793187
2183,7.7312803
2184,7.933668
2185,7.5617986
2187,8.072203
2191,7.7817316
2195,7.6491294
2199,7.628408
2201,8.03573
2204,7.611889
2205,7.779417
2207,7.961743
2216,8.129667
2220,7.731414
2223,8.071447
2224,7.952019
2226,7.6692657
2227,7.759382
2229,7.6419053
2230,7.8082867
2231,8.014057
2232,7.8137045
2234,7.8736134
2235,7.8323402
2240,7.8774753
2241,7.832476
2243,7.871202
2247,7.795828
2248,8.126247
2250,8.036236
2259,7.9740977
2260,7.8626313
2261,7.9319587
2266,8.342621
2270,7.78662
2271,8.145116
2274,7.9885373
2275,7.708912
2276,7.932173
2278,8.178907
2280,8.313315
2282,8.01297
2286,7.7799053
2290,8.115089
2294,7.904971
2300,7.295859
2301,7.7959766
2302,7.837465
2303,7.628899
2306,7.741334
2307,7.716338
2312,8.205463
2316,7.994758
2318,7.4736004
2322,7.919677
2325,7.717286
2326,8.153511
2328,7.746305
2330,7.991348
2333,7.8329844
2334,7.9893565
2339,8.2033205
2343,7.7434525
2345,7.819231
2346,8.17416
2347,8.402356
2350,7.8643956
2353,7.8585305
2355,7.868421
2357,7.8408213
2358,7.9239855
2362,8.234491
2363,7.8562484
2365,7.7754765
2366,7.9139256
2369,7.835751
2370,8.103731
2371,7.8254633
2374,7.731492
2381,7.6040177
2384,7.8753686
2385,8.110763
2387,7.8590126
2389,7.7270784
2391,7.7907033
2392,7.8435383
2394,7.854951
2395,8.084705
2406,7.755009
2408,7.8296976
2415,7.6397295
2417,7.806106
2418,7.726711
2423,7.9328556
2426,8.180389
2427,7.8157163
2429,7.717946
2430,7.95659
2431,8.400983
2433,8.038389
2436,8.044054
2438,7.874622
2445,7.954978
2446,7.9220543
2447,7.8620925
2449,7.919263
2451,7.5255136
2452,8.152609
2455,7.8365684
2460,7.8269258
2461,7.8685994
2472,8.136791
2473,7.6723423
2474,7.784268
2475,7.5683546
2477,7.964613
2481,7.731934
2482,7.457237
2484,7.725785
2490,8.151817
2492,8.036272
2495,8.320005
2497,7.909014
2500,7.671192
2508,8.136179
2510,7.7996807
2512,7.9096565
2515,7.8026824
2516,7.7038984
2518,7.9465194
2519,7.7984424
2520,8.049284
2523,7.6730323
2525,7.8159227
2527,7.492611
2529,7.487422
2530,7.904409
2533,7.869292
2534,8.197611
2542,7.944128
2543,8.138788
2546,7.7864876
2548,8.013529
2549,7.9169326
2550,7.763422
2552,7.747525
2553,8.184242
2555,7.832017
2561,8.594534
2562,8.10871
2563,7.670448
2564,7.7339945
2567,7.7331605
2570,7.7499223
2572,7.7800612
2574,7.669382
2575,8.100193
2577,7.6073613
2580,7.8196187
2585,8.194255
2590,8.041444
2591,7.8334913
2596,8.0364685
2610,7.926341
2617,7.5351543
2619,7.689091
2624,7.805601
2625,7.7585964
2628,8.013702
2630,7.8209724
2631,7.446446
2635,7.7055984
2637,7.8910766
2640,7.8759828
2641,7.518147
2643,7.977798
2646,7.7684793
2650,7.869645
2651,8.232937
2652,7.737573
2653,8.032227
2654,7.8282075
2655,8.322794
2657,8.139957
2658,7.491578
2659,7.9605393
2661,7.957575
2662,7.597608
2664,8.170392
2665,7.9101496
2673,7.765798
2674,7.5026894
2676,8.028789
2677,8.132521
2681,8.182209
2686,7.850897
2689,8.176586
2691,7.5682325
2692,7.734864
2693,8.215582
2702,8.25186
2705,7.7469554
2706,7.8552446
2707,8.252601
2711,7.77727
2712,7.9776564
2713,8.015375
2714,8.081875
2718,8.02614
2727,7.7086234
2728,7.9418664
2736,8.02247
2737,8.151605
2741,7.778847
2743,7.767001
2744,8.199831
2745,8.022949
2746,7.976047
2749,8.095336
2750,7.4285464
2751,7.889638
2752,7.7389226
2753,8.042995
2754,7.923745
2755,7.71293
2757,8.373695
2758,7.9385514
2760,7.529135
2764,7.815678
2767,8.319913
2770,7.65925
2771,7.777462
2773,7.8585157
2775,7.4950624
2776,7.728227
2777,8.333404
2779,7.9268317
2782,7.6168604
2783,7.7356505
2784,8.135382
2786,7.8380237
2787,7.676059
2791,7.6001916
2794,7.8064656
2796,7.8821497
2801,7.827998
2802,7.986328
2803,7.6395297
2805,8.141462
2808,7.692049
2809,8.001231
2811,8.032282
2814,7.860362
2815,7.995475
2816,7.6295652
2817,7.9756327
2821,7.8296757
2823,7.8747907
2825,7.7812505
2827,8.590132
2831,7.782721
2835,7.912956
2838,7.9005094
2841,7.696983
2843,8.150355
2844,7.739358
2845,7.9393253
2846,8.046385
2847,7.875229
2853,8.012205
2854,7.631461
2855,8.00893
2857,7.620129
2858,7.666464
2860,7.942022
2861,7.7322607
2862,7.8727355
2868,8.599456
2872,7.9168253
2887,7.647642
2890,8.114075
2891,7.766774
2900,7.8215384
2901,7.8997846
2903,7.786398
2904,7.737852
2905,7.573634
2906,7.714757
2909,8.153685
2911,7.715291
2914,7.994503
2921,8.435563
2922,7.8918743
2923,7.7451386
2924,8.096159
2932,7.7436147
2934,7.724945
2936,7.750639
2938,7.702615
2941,7.95806
2942,7.5318756
2946,7.6080756
2948,7.875738
2949,7.9499598
2950,8.103004
2958,7.843509
2961,7.807794
2962,8.045179
2963,8.0538025
2968,7.921423
2970,7.873431
2975,8.233318
2978,7.716744
2982,7.482845
2983,7.6541543
2986,7.857971
2988,7.959348
2989,7.762434
2991,7.9159594
2992,7.7224417
2995,7.733665
2996,8.157493
2997,7.910144
2998,7.759459
3005,8.302099
3008,8.045745
3014,7.852707
3015,7.8343153
3018,7.454875
3024,8.200336
3026,7.9378304
3028,7.840463
3029,8.215599
3031,8.132706
3038,7.7332163
3039,7.5667343
3045,8.0063095
3048,7.7340665
3052,7.634126
3060,8.073246
3063,7.977478
3069,7.8491974
3070,7.528099
3071,7.8811936
3072,7.81811
3077,8.077467
3079,7.91075
3082,7.9269395
3083,7.9569
3085,7.664167
3088,7.6506495
3090,8.610028
3091,8.054375
3094,7.629025
3098,7.832241
3099,8.139652
3103,7.71337
3104,7.7332478
3105,8.121966
3108,7.400606
3111,7.7246256
3112,7.7638774
3113,8.098846
3114,7.8712645
3115,8.17358
3118,8.0079975
3123,8.069627
3126,7.8731866
3127,7.8003106
3134,8.252856
3137,8.06612
3138,7.642069
3141,7.8657255
3144,7.819563
3148,7.7070436
3149,8.111707
3153,7.806005
3155,7.5186644
3160,7.635202
3162,7.964907
3164,7.794989
3167,8.28335
3169,8.088201
3170,8.069344
3171,7.6104116
3172,7.869505
3174,8.180348
3175,7.91978
3177,8.007033
3178,7.847461
3183,7.6784286
3186,7.928456
3188,8.223801
3189,7.998886
3191,7.771858
3196,8.29624
3199,7.7287393
3203,8.224627
3205,7.874794
3209,7.9820275
3210,7.8670306
3212,7.6248984
3217,7.8762894
3220,7.872549
3222,7.7870097
3223,7.928488
3224,7.9739475
3227,7.7540216
3228,8.115012
3232,8.193623
3233,8.235286
3237,7.8763695
3239,7.7236676
3240,8.032875
3244,7.865675
3245,8.014908
3249,7.8443227
3250,7.6109266
3252,7.702521
3255,7.7066417
3258,7.7624283
3260,8.263268
3261,7.918177
3264,7.6624823
3266,8.2108
3268,7.666786
3274,7.6829257
3275,7.5718737
3277,7.977268
3279,7.615355
3282,7.873044
3283,8.16062
3286,7.8083353
3287,7.963383
3291,7.795432
3292,8.122289
3297,7.9486613
3301,7.832464
3302,8.032825
3303,7.6615734
3304,8.341755
3306,7.800445
3307,7.8493023
3308,8.061935
3314,7.8152876
3315,7.9490957
3318,7.8914294
3319,7.921355
3320,7.732332
3322,7.923342
3326,7.537121
3328,7.7748685
3329,8.028006
3330,8.003267
3333,7.9010744
3335,8.249989
3338,8.057919
3341,7.930586
3343,7.79883
3346,7.8228292
3350,7.710178
3351,7.642896
3364,7.6082163
3367,7.7052913
3368,7.78625
3369,7.9059153
3370,7.88847
3371,8.027
3372,7.9449544
3374,7.8726354
3376,7.9655046
3379,7.8682466
3381,7.896358
3382,8.3370075
3386,8.003649
3387,7.8286076
3391,7.8204274
3394,7.965235
3395,8.052309
3403,8.265358
3408,7.7421713
3409,7.652509
3415,8.169648
3416,7.9457393
3417,7.789411
3421,7.7401857
3423,7.913436
3424,8.162589
3426,8.263277
3429,7.6521673
3430,7.712195
3432,8.024163
3439,7.9109592
3441,7.676948
3444,7.6896696
3448,7.724904
3451,8.158052
3453,7.942111
3454,7.736716
3459,7.585323
3464,8.048534
3465,7.8497834
3468,7.873323
3470,8.063021
3473,7.9025736
3478,7.4409685
3482,7.6427455
3485,7.700236
3490,7.992182
3492,7.873293
3493,8.188227
3494,7.574152
3497,7.97728
3502,7.9929204
3504,7.9413157
3505,8.140791
3507,7.9136586
3508,7.986596
3511,7.5508513
3514,7.685584
3515,8.125053
3516,7.8267517
3517,7.671111
3519,7.617421
3520,7.5878406
3525,7.914575
3531,7.915633
3537,8.0301895
3539,7.956855
3548,7.7932773
3549,7.7706356
3550,8.047047
3551,8.208365
3552,7.7081847
3556,7.5582743
3558,7.8739767
3561,7.8022795
3564,7.626536
3566,7.988738
3571,8.576685
3573,7.713365
3576,7.779342
3578,7.728201
3579,8.011326
3580,8.100378
3582,7.9914627
3583,8.02581
3584,8.16721
3588,7.745335
3589,7.7355595
3591,7.8814583
3593,7.912223
3598,8.122561
3602,8.126493
3605,8.056736
3609,7.9918914
3613,7.83295
3614,7.707274
3615,9.01833
3617,7.749266
3619,7.7184525
3624,8.047677
3625,8.090942
3628,7.9489937
3630,7.983103
3633,7.671131
3634,7.7987776
3638,7.736247
3639,7.9290905
3642,7.845788
3644,7.9033
3653,7.9582114
3654,8.035465
3655,7.7358675
3656,8.359243
3657,7.9179654
3659,7.576073
3660,8.131113
3661,7.900907
3662,7.802268
3664,7.979762
3668,7.894751
3673,7.7715874
3674,7.7107534
3678,7.879631
3689,8.316274
3690,7.975699
3691,7.928882
3695,7.873573
3697,7.939599
3698,8.009473
3701,8.0436535
3703,7.9156933
3704,7.7287507
3706,7.722049
3707,7.780488
3711,7.78081
3712,7.8627725
3719,7.9531164
3721,8.070698
3722,7.7198076
3723,8.291121
3724,7.493242
3727,7.986294
3729,7.9229326
3731,8.0029125
3733,7.8541365
3738,7.94464
3739,7.6983094
3741,7.923223
3742,7.7809963
3743,7.7623034
3745,8.298711
3746,7.684161
3749,8.098719
3750,7.9269753
3751,8.024403
3756,8.116098
3757,7.6449237
3758,7.7951746
3759,7.823376
3761,7.695944
3762,8.11517
3763,7.4778023
3766,7.8100243
3769,7.7757897
3771,8.020382
3773,7.913685
3776,7.3640237
3777,8.1715555
3781,7.6756825
3783,7.6267157
3791,7.8649487
3792,7.654686
3794,8.16503
3796,7.577441
3799,7.9545426
3801,7.6038427
3804,7.8859572
3806,8.034746
3812,7.857068
3820,8.037624
3825,8.081387
3826,7.926576
3829,8.093649
3831,7.878277
3833,8.223766
3834,7.8245893
3841,7.6467257
3843,7.7423487
3844,7.8399286
3850,8.639264
3856,8.045931
3859,7.776178
3860,7.879129
3865,7.745362
3866,8.076274
3869,8.158002
3871,7.9195576
3875,7.7612844
3876,7.8739295
3877,7.9789047
3878,7.6252794
3879,7.634619
3881,7.849052
3883,8.235441
3884,7.7986608
3885,8.050571
3887,7.734546
3888,7.8669214
3892,8.023152
3894,8.175774
3896,7.7829885
3898,7.9059486
3901,8.371872
3902,7.7710304
3903,7.939457
3905,7.9222155
3906,7.7599587
3909,7.5908356
3910,7.9629707
3915,8.041215
3916,7.727848
3923,7.868469
3924,7.945862
3926,7.8314266
3928,7.9027147
3931,7.7825613
3932,7.832807
3934,7.868987
3937,7.3898726
3938,8.028613
3939,8.58135
3943,8.073592
3945,7.9125457
3948,8.084894
3949,8.087717
3950,7.7643933
3951,7.790654
3952,7.9095387
3955,7.562319
3958,7.656976
3963,7.8564124
3968,7.88069
3975,7.9970574
3976,8.020201
3977,7.8494697
3979,7.848128
3983,7.9247494
3985,7.62465
3987,7.7345243
3991,8.227369
3992,7.8787894
3994,7.9955397
4001,8.005708
4002,7.774456
4005,7.8854375
4006,7.8039103
4009,7.944124
4011,7.9465203
4012,8.290932
4013,8.199911
4015,7.7423005
4022,7.948425
4025,7.769381
4029,8.175447
4030,8.052412
4031,7.906434
4033,7.998371
4034,8.055382
4035,7.8166466
4041,7.4344854
4043,7.6877055
4046,7.9939933
4048,7.7984753
4049,7.836849
4052,7.982581
4053,7.2712173
4054,7.5414677
4056,8.035627
4060,7.9190383
4061,8.178427
4065,8.698558
4068,7.693795
4069,8.092363
4071,8.094933
4073,7.753482
4077,8.223581
4078,8.006784
4080,7.565271
4081,7.7559133
4083,7.848166
4084,7.6817417
4086,7.8904753
4089,8.090479
4092,7.967885
4096,8.304972
4098,7.6888595
4099,8.001993
4100,7.8294373
4101,7.7390594
4106,8.01129
4107,7.7755356
4108,8.40674
4109,8.0423355
4110,7.637713
4115,8.133655
4119,7.8499317
4122,7.5410895
4123,8.018936
4125,7.907923
4129,7.857916
4130,8.009408
4131,7.614957
4132,7.7507567
4133,7.9391136
4134,7.727735
4135,8.205738
4136,8.099379
4140,8.245506
4141,7.993522
4145,7.7903957
4146,7.7677145
4147,7.953301
4148,7.910833
4154,7.3970227
4155,7.859859
4156,8.24262
4158,8.015288
4164,7.81343
4166,8.026139
4173,7.641164
4174,7.8988976
4176,7.793173
4177,7.5586233
4180,8.283991
4181,7.8313966
4182,8.134254
4184,7.812701
4185,7.675267
4192,7.7674494
4193,8.160286
4194,7.7349505
4196,8.037006
4198,7.9506564
4200,7.8453317
4201,8.135443
4205,7.8376393
4206,7.908669
4209,7.8869343
4211,7.9088817
4213,8.054242
4214,7.7045426
4215,7.8568845
4216,7.7271085
4224,7.958345
4226,8.119041
4227,7.7612143
4228,7.768495
4230,8.040551
4235,8.104799
